dataset,reference_year,window,metric_type,exposure_family,exposure_variant,alignment,outcome,support_rows,support_weight,estimate_or_contrast,direction_flag,notes
SIPP,2023,core_aug_nov_2023,weighted_corr,pending_backlog_burden,pending_rate,lead1,medicaid_exit_to_uninsured_next,153,208140509.34,0.1619,expected,Pending renewals as a rate-type backlog measure.
SIPP,2023,core_aug_nov_2023,weighted_corr,pending_backlog_burden,pending_rate,lag2,medicaid_exit_next,201,270195316.03,-0.0585,unexpected,Pending renewals as a rate-type backlog measure.
SIPP,2023,core_aug_nov_2023,weighted_corr,pending_backlog_burden,pending_rate,lag2,medicaid_exit_to_uninsured_next,201,270195316.03,-0.0224,unexpected,Pending renewals as a rate-type backlog measure.
SIPP,2023,core_aug_nov_2023,weighted_corr,ex_parte_renewal_relief,ex_parte_renewal_rate,same,medicaid_exit_next,204,276929544.37,-0.0592,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,core_aug_nov_2023,weighted_corr,ex_parte_renewal_relief,ex_parte_renewal_rate,same,medicaid_exit_to_uninsured_next,204,276929544.37,-0.1131,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,core_aug_nov_2023,weighted_corr,ex_parte_renewal_relief,ex_parte_renewal_rate,lag1,medicaid_exit_next,203,275878632.18,-0.0462,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,core_aug_nov_2023,weighted_corr,ex_parte_renewal_relief,ex_parte_renewal_rate,lag1,medicaid_exit_to_uninsured_next,203,275878632.18,-0.0859,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,core_aug_nov_2023,weighted_corr,ex_parte_renewal_relief,ex_parte_renewal_rate,lead1,medicaid_exit_next,153,208140509.34,-0.0726,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,core_aug_nov_2023,weighted_corr,ex_parte_renewal_relief,ex_parte_renewal_rate,lead1,medicaid_exit_to_uninsured_next,153,208140509.34,-0.0982,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,core_aug_nov_2023,weighted_corr,ex_parte_renewal_relief,ex_parte_renewal_rate,lag2,medicaid_exit_next,201,270195316.03,-0.0364,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,core_aug_nov_2023,weighted_corr,ex_parte_renewal_relief,ex_parte_renewal_rate,lag2,medicaid_exit_to_uninsured_next,201,270195316.03,-0.0463,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,core_aug_nov_2023,weighted_corr,manual_renewal_burden,renewal_form_rate,same,medicaid_exit_next,204,276929544.37,-0.0369,unexpected,More renewal-by-form should proxy heavier manual paperwork burden.
SIPP,2023,core_aug_nov_2023,weighted_corr,manual_renewal_burden,renewal_form_rate,same,medicaid_exit_to_uninsured_next,204,276929544.37,0.0159,expected,More renewal-by-form should proxy heavier manual paperwork burden.
SIPP,2023,core_aug_nov_2023,weighted_corr,manual_renewal_burden,renewal_form_rate,lag1,medicaid_exit_next,203,275878632.18,0.039,expected,More renewal-by-form should proxy heavier manual paperwork burden.
SIPP,2023,core_aug_nov_2023,weighted_corr,manual_renewal_burden,renewal_form_rate,lag1,medicaid_exit_to_uninsured_next,203,275878632.18,0.1252,expected,More renewal-by-form should proxy heavier manual paperwork burden.
SIPP,2023,core_aug_nov_2023,weighted_corr,manual_renewal_burden,renewal_form_rate,lead1,medicaid_exit_next,153,208140509.34,-0.021,unexpected,More renewal-by-form should proxy heavier manual paperwork burden.
SIPP,2023,core_aug_nov_2023,weighted_corr,manual_renewal_burden,renewal_form_rate,lead1,medicaid_exit_to_uninsured_next,153,208140509.34,0.0325,expected,More renewal-by-form should proxy heavier manual paperwork burden.
SIPP,2023,core_aug_nov_2023,weighted_corr,manual_renewal_burden,renewal_form_rate,lag2,medicaid_exit_next,201,270195316.03,-0.0058,unexpected,More renewal-by-form should proxy heavier manual paperwork burden.
SIPP,2023,core_aug_nov_2023,weighted_corr,manual_renewal_burden,renewal_form_rate,lag2,medicaid_exit_to_uninsured_next,201,270195316.03,0.0257,expected,More renewal-by-form should proxy heavier manual paperwork burden.
SIPP,2023,core_aug_nov_2023,weighted_corr,formal_ineligibility_channel,ineligible_rate,same,medicaid_exit_next,204,276929544.37,0.0545,expected,Contrast mechanism: likely reflects true ineligibility rather than procedural loss alone.
SIPP,2023,core_aug_nov_2023,weighted_corr,formal_ineligibility_channel,ineligible_rate,same,medicaid_exit_to_uninsured_next,204,276929544.37,0.1154,expected,Contrast mechanism: likely reflects true ineligibility rather than procedural loss alone.
SIPP,2023,core_aug_nov_2023,weighted_corr,formal_ineligibility_channel,ineligible_rate,lag1,medicaid_exit_next,203,275878632.18,0.0141,expected,Contrast mechanism: likely reflects true ineligibility rather than procedural loss alone.
SIPP,2023,core_aug_nov_2023,weighted_corr,formal_ineligibility_channel,ineligible_rate,lag1,medicaid_exit_to_uninsured_next,203,275878632.18,0.0058,expected,Contrast mechanism: likely reflects true ineligibility rather than procedural loss alone.
SIPP,2023,core_aug_nov_2023,weighted_corr,formal_ineligibility_channel,ineligible_rate,lead1,medicaid_exit_next,153,208140509.34,0.0625,expected,Contrast mechanism: likely reflects true ineligibility rather than procedural loss alone.
SIPP,2023,core_aug_nov_2023,weighted_corr,formal_ineligibility_channel,ineligible_rate,lead1,medicaid_exit_to_uninsured_next,153,208140509.34,0.207,expected,Contrast mechanism: likely reflects true ineligibility rather than procedural loss alone.
SIPP,2023,core_aug_nov_2023,weighted_corr,formal_ineligibility_channel,ineligible_rate,lag2,medicaid_exit_next,201,270195316.03,0.009,expected,Contrast mechanism: likely reflects true ineligibility rather than procedural loss alone.
SIPP,2023,core_aug_nov_2023,weighted_corr,formal_ineligibility_channel,ineligible_rate,lag2,medicaid_exit_to_uninsured_next,201,270195316.03,0.0631,expected,Contrast mechanism: likely reflects true ineligibility rather than procedural loss alone.
SIPP,2023,extended_mar_nov_2023,weighted_corr,procedural_termination_burden,procedural_term_count,same,medicaid_exit_next,362,464319367.41,0.0739,expected,Raw count of procedural terminations; useful descriptively but size-loaded.
SIPP,2023,extended_mar_nov_2023,weighted_corr,procedural_termination_burden,procedural_term_count,same,medicaid_exit_to_uninsured_next,362,464319367.41,0.1032,expected,Raw count of procedural terminations; useful descriptively but size-loaded.
SIPP,2023,extended_mar_nov_2023,weighted_corr,procedural_termination_burden,procedural_term_count,lag1,medicaid_exit_next,311,393857349.7,0.0039,expected,Raw count of procedural terminations; useful descriptively but size-loaded.
SIPP,2023,extended_mar_nov_2023,weighted_corr,procedural_termination_burden,procedural_term_count,lag1,medicaid_exit_to_uninsured_next,311,393857349.7,0.0705,expected,Raw count of procedural terminations; useful descriptively but size-loaded.
SIPP,2023,extended_mar_nov_2023,weighted_corr,procedural_termination_burden,procedural_term_count,lead1,medicaid_exit_next,358,464925084.79,-0.0219,unexpected,Raw count of procedural terminations; useful descriptively but size-loaded.
SIPP,2023,extended_mar_nov_2023,weighted_corr,procedural_termination_burden,procedural_term_count,lead1,medicaid_exit_to_uninsured_next,358,464925084.79,0.0263,expected,Raw count of procedural terminations; useful descriptively but size-loaded.
SIPP,2023,extended_mar_nov_2023,weighted_corr,procedural_termination_burden,procedural_term_count,lag2,medicaid_exit_next,260,323674816.18,-0.028,unexpected,Raw count of procedural terminations; useful descriptively but size-loaded.
SIPP,2023,extended_mar_nov_2023,weighted_corr,procedural_termination_burden,procedural_term_count,lag2,medicaid_exit_to_uninsured_next,260,323674816.18,0.0105,expected,Raw count of procedural terminations; useful descriptively but size-loaded.
SIPP,2023,extended_mar_nov_2023,weighted_corr,procedural_termination_burden,procedural_term_share,same,medicaid_exit_next,362,464319367.41,0.0522,expected,Procedural terminations as a share of all terminations.
SIPP,2023,extended_mar_nov_2023,weighted_corr,procedural_termination_burden,procedural_term_share,same,medicaid_exit_to_uninsured_next,362,464319367.41,-0.0452,unexpected,Procedural terminations as a share of all terminations.
SIPP,2023,extended_mar_nov_2023,weighted_corr,procedural_termination_burden,procedural_term_share,lag1,medicaid_exit_next,311,393857349.7,0.0124,expected,Procedural terminations as a share of all terminations.
SIPP,2023,extended_mar_nov_2023,weighted_corr,procedural_termination_burden,procedural_term_share,lag1,medicaid_exit_to_uninsured_next,311,393857349.7,-0.0072,unexpected,Procedural terminations as a share of all terminations.
SIPP,2023,extended_mar_nov_2023,weighted_corr,procedural_termination_burden,procedural_term_share,lead1,medicaid_exit_next,358,464925084.79,0.0,expected,Procedural terminations as a share of all terminations.
SIPP,2023,extended_mar_nov_2023,weighted_corr,procedural_termination_burden,procedural_term_share,lead1,medicaid_exit_to_uninsured_next,358,464925084.79,-0.0648,unexpected,Procedural terminations as a share of all terminations.
SIPP,2023,extended_mar_nov_2023,weighted_corr,procedural_termination_burden,procedural_term_share,lag2,medicaid_exit_next,260,323674816.18,0.089,expected,Procedural terminations as a share of all terminations.
SIPP,2023,extended_mar_nov_2023,weighted_corr,procedural_termination_burden,procedural_term_share,lag2,medicaid_exit_to_uninsured_next,260,323674816.18,0.0342,expected,Procedural terminations as a share of all terminations.
SIPP,2023,extended_mar_nov_2023,weighted_corr,renewal_workload_burden,renewal_due_count,same,medicaid_exit_next,362,464319367.41,-0.0413,unexpected,Raw renewal-due count; useful descriptively but size-loaded.
SIPP,2023,extended_mar_nov_2023,weighted_corr,renewal_workload_burden,renewal_due_count,same,medicaid_exit_to_uninsured_next,362,464319367.41,0.0289,expected,Raw renewal-due count; useful descriptively but size-loaded.
SIPP,2023,extended_mar_nov_2023,weighted_corr,renewal_workload_burden,renewal_due_count,lag1,medicaid_exit_next,311,393857349.7,-0.0855,unexpected,Raw renewal-due count; useful descriptively but size-loaded.
SIPP,2023,extended_mar_nov_2023,weighted_corr,renewal_workload_burden,renewal_due_count,lag1,medicaid_exit_to_uninsured_next,311,393857349.7,-0.0338,unexpected,Raw renewal-due count; useful descriptively but size-loaded.
SIPP,2023,extended_mar_nov_2023,weighted_corr,renewal_workload_burden,renewal_due_count,lead1,medicaid_exit_next,358,464925084.79,-0.0675,unexpected,Raw renewal-due count; useful descriptively but size-loaded.
SIPP,2023,extended_mar_nov_2023,weighted_corr,renewal_workload_burden,renewal_due_count,lead1,medicaid_exit_to_uninsured_next,358,464925084.79,-0.0104,unexpected,Raw renewal-due count; useful descriptively but size-loaded.
SIPP,2023,extended_mar_nov_2023,weighted_corr,renewal_workload_burden,renewal_due_count,lag2,medicaid_exit_next,260,323674816.18,-0.0544,unexpected,Raw renewal-due count; useful descriptively but size-loaded.
SIPP,2023,extended_mar_nov_2023,weighted_corr,renewal_workload_burden,renewal_due_count,lag2,medicaid_exit_to_uninsured_next,260,323674816.18,0.0014,expected,Raw renewal-due count; useful descriptively but size-loaded.
SIPP,2023,extended_mar_nov_2023,weighted_corr,pending_backlog_burden,pending_count,same,medicaid_exit_next,362,464319367.41,-0.0347,unexpected,Raw pending count; useful descriptively but size-loaded.
SIPP,2023,extended_mar_nov_2023,weighted_corr,pending_backlog_burden,pending_count,same,medicaid_exit_to_uninsured_next,362,464319367.41,0.0498,expected,Raw pending count; useful descriptively but size-loaded.
SIPP,2023,extended_mar_nov_2023,weighted_corr,pending_backlog_burden,pending_count,lag1,medicaid_exit_next,311,393857349.7,-0.0606,unexpected,Raw pending count; useful descriptively but size-loaded.
SIPP,2023,extended_mar_nov_2023,weighted_corr,pending_backlog_burden,pending_count,lag1,medicaid_exit_to_uninsured_next,311,393857349.7,-0.0163,unexpected,Raw pending count; useful descriptively but size-loaded.
SIPP,2023,extended_mar_nov_2023,weighted_corr,pending_backlog_burden,pending_count,lead1,medicaid_exit_next,358,464925084.79,-0.0485,unexpected,Raw pending count; useful descriptively but size-loaded.
SIPP,2023,extended_mar_nov_2023,weighted_corr,pending_backlog_burden,pending_count,lead1,medicaid_exit_to_uninsured_next,358,464925084.79,0.0123,expected,Raw pending count; useful descriptively but size-loaded.
SIPP,2023,extended_mar_nov_2023,weighted_corr,pending_backlog_burden,pending_count,lag2,medicaid_exit_next,260,323674816.18,-0.0274,unexpected,Raw pending count; useful descriptively but size-loaded.
SIPP,2023,extended_mar_nov_2023,weighted_corr,pending_backlog_burden,pending_count,lag2,medicaid_exit_to_uninsured_next,260,323674816.18,0.0313,expected,Raw pending count; useful descriptively but size-loaded.
SIPP,2023,extended_mar_nov_2023,weighted_corr,pending_backlog_burden,pending_rate,same,medicaid_exit_next,362,464319367.41,-0.0232,unexpected,Pending renewals as a rate-type backlog measure.
SIPP,2023,extended_mar_nov_2023,weighted_corr,pending_backlog_burden,pending_rate,same,medicaid_exit_to_uninsured_next,362,464319367.41,0.0712,expected,Pending renewals as a rate-type backlog measure.
SIPP,2023,extended_mar_nov_2023,weighted_corr,pending_backlog_burden,pending_rate,lag1,medicaid_exit_next,311,393857349.7,-0.0549,unexpected,Pending renewals as a rate-type backlog measure.
SIPP,2023,extended_mar_nov_2023,weighted_corr,pending_backlog_burden,pending_rate,lag1,medicaid_exit_to_uninsured_next,311,393857349.7,-0.0089,unexpected,Pending renewals as a rate-type backlog measure.
SIPP,2023,extended_mar_nov_2023,weighted_corr,pending_backlog_burden,pending_rate,lead1,medicaid_exit_next,358,464925084.79,-0.0022,unexpected,Pending renewals as a rate-type backlog measure.
SIPP,2023,extended_mar_nov_2023,weighted_corr,pending_backlog_burden,pending_rate,lead1,medicaid_exit_to_uninsured_next,358,464925084.79,0.0514,expected,Pending renewals as a rate-type backlog measure.
SIPP,2023,extended_mar_nov_2023,weighted_corr,pending_backlog_burden,pending_rate,lag2,medicaid_exit_next,260,323674816.18,-0.0468,unexpected,Pending renewals as a rate-type backlog measure.
SIPP,2023,extended_mar_nov_2023,weighted_corr,pending_backlog_burden,pending_rate,lag2,medicaid_exit_to_uninsured_next,260,323674816.18,-0.0247,unexpected,Pending renewals as a rate-type backlog measure.
SIPP,2023,extended_mar_nov_2023,weighted_corr,ex_parte_renewal_relief,ex_parte_renewal_rate,same,medicaid_exit_next,362,464319367.41,-0.0862,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,extended_mar_nov_2023,weighted_corr,ex_parte_renewal_relief,ex_parte_renewal_rate,same,medicaid_exit_to_uninsured_next,362,464319367.41,-0.1055,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,extended_mar_nov_2023,weighted_corr,ex_parte_renewal_relief,ex_parte_renewal_rate,lag1,medicaid_exit_next,311,393857349.7,-0.0741,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,extended_mar_nov_2023,weighted_corr,ex_parte_renewal_relief,ex_parte_renewal_rate,lag1,medicaid_exit_to_uninsured_next,311,393857349.7,-0.1334,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,extended_mar_nov_2023,weighted_corr,ex_parte_renewal_relief,ex_parte_renewal_rate,lead1,medicaid_exit_next,358,464925084.79,-0.0812,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,extended_mar_nov_2023,weighted_corr,ex_parte_renewal_relief,ex_parte_renewal_rate,lead1,medicaid_exit_to_uninsured_next,358,464925084.79,-0.1142,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,extended_mar_nov_2023,weighted_corr,ex_parte_renewal_relief,ex_parte_renewal_rate,lag2,medicaid_exit_next,260,323674816.18,-0.0034,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,extended_mar_nov_2023,weighted_corr,ex_parte_renewal_relief,ex_parte_renewal_rate,lag2,medicaid_exit_to_uninsured_next,260,323674816.18,-0.0315,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,extended_mar_nov_2023,weighted_corr,manual_renewal_burden,renewal_form_rate,same,medicaid_exit_next,362,464319367.41,-0.0418,unexpected,More renewal-by-form should proxy heavier manual paperwork burden.
SIPP,2023,extended_mar_nov_2023,weighted_corr,manual_renewal_burden,renewal_form_rate,same,medicaid_exit_to_uninsured_next,362,464319367.41,-0.0065,unexpected,More renewal-by-form should proxy heavier manual paperwork burden.
SIPP,2023,extended_mar_nov_2023,weighted_corr,manual_renewal_burden,renewal_form_rate,lag1,medicaid_exit_next,311,393857349.7,-0.0116,unexpected,More renewal-by-form should proxy heavier manual paperwork burden.
SIPP,2023,extended_mar_nov_2023,weighted_corr,manual_renewal_burden,renewal_form_rate,lag1,medicaid_exit_to_uninsured_next,311,393857349.7,0.0336,expected,More renewal-by-form should proxy heavier manual paperwork burden.
SIPP,2023,extended_mar_nov_2023,weighted_corr,manual_renewal_burden,renewal_form_rate,lead1,medicaid_exit_next,358,464925084.79,-0.0109,unexpected,More renewal-by-form should proxy heavier manual paperwork burden.
SIPP,2023,extended_mar_nov_2023,weighted_corr,manual_renewal_burden,renewal_form_rate,lead1,medicaid_exit_to_uninsured_next,358,464925084.79,0.0301,expected,More renewal-by-form should proxy heavier manual paperwork burden.
SIPP,2023,extended_mar_nov_2023,weighted_corr,manual_renewal_burden,renewal_form_rate,lag2,medicaid_exit_next,260,323674816.18,-0.0423,unexpected,More renewal-by-form should proxy heavier manual paperwork burden.
SIPP,2023,extended_mar_nov_2023,weighted_corr,manual_renewal_burden,renewal_form_rate,lag2,medicaid_exit_to_uninsured_next,260,323674816.18,-0.0117,unexpected,More renewal-by-form should proxy heavier manual paperwork burden.
SIPP,2023,extended_mar_nov_2023,weighted_corr,formal_ineligibility_channel,ineligible_rate,same,medicaid_exit_next,362,464319367.41,0.0821,expected,Contrast mechanism: likely reflects true ineligibility rather than procedural loss alone.
SIPP,2023,extended_mar_nov_2023,weighted_corr,formal_ineligibility_channel,ineligible_rate,same,medicaid_exit_to_uninsured_next,362,464319367.41,0.1077,expected,Contrast mechanism: likely reflects true ineligibility rather than procedural loss alone.
SIPP,2023,extended_mar_nov_2023,weighted_corr,formal_ineligibility_channel,ineligible_rate,lag1,medicaid_exit_next,311,393857349.7,0.0886,expected,Contrast mechanism: likely reflects true ineligibility rather than procedural loss alone.
SIPP,2023,extended_mar_nov_2023,weighted_corr,formal_ineligibility_channel,ineligible_rate,lag1,medicaid_exit_to_uninsured_next,311,393857349.7,0.0939,expected,Contrast mechanism: likely reflects true ineligibility rather than procedural loss alone.
SIPP,2023,extended_mar_nov_2023,weighted_corr,formal_ineligibility_channel,ineligible_rate,lead1,medicaid_exit_next,358,464925084.79,0.0573,expected,Contrast mechanism: likely reflects true ineligibility rather than procedural loss alone.
SIPP,2023,extended_mar_nov_2023,weighted_corr,formal_ineligibility_channel,ineligible_rate,lead1,medicaid_exit_to_uninsured_next,358,464925084.79,0.1228,expected,Contrast mechanism: likely reflects true ineligibility rather than procedural loss alone.
SIPP,2023,extended_mar_nov_2023,weighted_corr,formal_ineligibility_channel,ineligible_rate,lag2,medicaid_exit_next,260,323674816.18,-0.0274,unexpected,Contrast mechanism: likely reflects true ineligibility rather than procedural loss alone.
SIPP,2023,extended_mar_nov_2023,weighted_corr,formal_ineligibility_channel,ineligible_rate,lag2,medicaid_exit_to_uninsured_next,260,323674816.18,0.0163,expected,Contrast mechanism: likely reflects true ineligibility rather than procedural loss alone.
