"Table Name","Table Description","Column Name","Column Description","Data Type",Sensitive
CHILD_MAIN,"Looked after children. Personal details of the child, such as date of birth, sex, ethnic origin and legal status",SYSTEM_ID_PE,"This is a unique chid identifier assigned by the local authority. Unique ID for each child which is retained from year to year. Local authority children identifiers do not continue with the child if the responsibility for their care is transferred to another local authority. A new number is allocated for an adopted child.",BIGINT,false
CHILD_MAIN,"Looked after children. Personal details of the child, such as date of birth, sex, ethnic origin and legal status",YEAR_CODE,"Census year, covers the fiscal year (20XX/XX). Where a single open episode continues unchanged from year to year, a record must still be
submitted every year for that child. The actual date the episode commenced should be recorded,
but the date and reason the episode ceased should be left blank if that episode is still open on 31
March 20XX.",INTEGER,false
EPISODE_MAIN,"Episodes of care. Data items which relate to individual episodes of care, which either start or end during the census period",AVAIL_FROM_DT,"Date that the data is available in SAIL.",DATE,false
EPISODE_MAIN,"Episodes of care. Data items which relate to individual episodes of care, which either start or end during the census period",CATEGORY_OF_NEED_CODE,"A code indicating the main reason why a child started to receive care and support services. The most relevant code at the time the current period of being looked after began. The same code is recorded on the census as long as the period of care continues.",VARCHAR,false
EPISODE_MAIN,"Episodes of care. Data items which relate to individual episodes of care, which either start or end during the census period",DATE_OF_DATA_COLLECTION,"Data collection date; this is the date when the data was loaded by the Local Authority to Statistics for Wales, this is typically the 31 May. The data collected covers the financial year (1 April 20XX to 31 March 20XX). For longitudinal anaylsis, YEAR_CODE should be used.",DATE,false
EPISODE_MAIN,"Episodes of care. Data items which relate to individual episodes of care, which either start or end during the census period",EPISODE_END_DATE,"The date each epsiode ended. A continuation epsiode starts on the same day the previous episode ended. If the episode does not end during the course of the year (and the child is being looked after on the night of 31 March 20XX) this field is left blank. When a child ceases to be looked after because of adoption (reason episode ceased code: E11/E12), the date episode ceased is the date the court grants the adoption order.",DATE,false
EPISODE_MAIN,"Episodes of care. Data items which relate to individual episodes of care, which either start or end during the census period",EPISODE_NUMBER,"An integer indicating the sequential numbering of episodes logged against an individual child",INTEGER,false
EPISODE_MAIN,"Episodes of care. Data items which relate to individual episodes of care, which either start or end during the census period",EPISODE_START_DATE,"The date that each episode began. Where episodes are consecutive, the new episode must start on the same day that the previous episode finished. Where an episode began in a previous reporting year but is still open at 31 March, the 'Reason Episode Finished Code' or 'Episode End Date' should not be completed. The following year's record should then start with the same episode details showing the actual date the episode commenced.",DATE,false
EPISODE_MAIN,"Episodes of care. Data items which relate to individual episodes of care, which either start or end during the census period",HYBRID_ID_PE,"Constructed from the SYSTEM_ID and LOCAL_AUTHORITY_CODE combined, it can be uased to link between views instead of having to use the linkage of the two variables",VARCHAR,false
EPISODE_MAIN,"Episodes of care. Data items which relate to individual episodes of care, which either start or end during the census period",LEGAL_STATUS_CODE,"The legal status code details the underlying the reasons the child is being looked after. If a child is looked after because they are accommodated, the legal status goes someway to describe (in legal terms at least) why the child is being looked after.",VARCHAR,false
EPISODE_MAIN,"Episodes of care. Data items which relate to individual episodes of care, which either start or end during the census period",LOCAL_AUTHORITY_CODE,"The local authority reference number which is responsible for providing, arranging, or making direct care and support to children or young carers on 31 March 20XX.",INTEGER,false
EPISODE_MAIN,"Episodes of care. Data items which relate to individual episodes of care, which either start or end during the census period",LSOA2011_PLACEMENT_POSTCODE,"The code for the Local Super Output Area [LSOA] of residence based on the child's postcode for where they are placed. The placement postcode is not required for adoption placements.",VARCHAR,false
EPISODE_MAIN,"Episodes of care. Data items which relate to individual episodes of care, which either start or end during the census period",PLACEMENT_TYPE_CODE,"This field indicates the placement type where the child is living. There can be instances where a child remains living at the same location but the placement code changes and in these instances a new event will be triggered.",VARCHAR,false
EPISODE_MAIN,"Episodes of care. Data items which relate to individual episodes of care, which either start or end during the census period",REASON_EPISODE_FINISHED_CODE,"An alphanumeric field indicating the circumstances when a child ceases to be looked after. The code X1 signifies the episode has ended and a further episode has started. If an episode does not end during the course of the year (and the child is being looked after on the
night of the 31 March 20XX), this field must be left blank.",VARCHAR,false
EPISODE_MAIN,"Episodes of care. Data items which relate to individual episodes of care, which either start or end during the census period",REASON_EPISODE_STARTED_CODE,"This field records the reason for why a new episode is being shown on the census. A new episode can be triggered because: S = started to be looked after (either because the child is starting to be looked after for the first time or had previously ceased to be looked after and is now starting to be looked after again. Also used where individual short breaks are recorded using legal status V1); L = change of legal status (where the underlying reason a child is looked after changes but placement does not change); P = change of placement only (where legal status does not change); B = change of both legal status and placement status on the same day.",VARCHAR,false
EPISODE_MAIN,"Episodes of care. Data items which relate to individual episodes of care, which either start or end during the census period",SHORT_BREAKS,"An integer indicating the number of short term breaks (legal status V1) the child received. Short breaks are provided to children and young people with care and support needs, to provide them with opportunities to engage in activities outside the home, or to give their parents (or guardians) some “respite” from the normal duties of looking after the child, or both. They can be a one-off event, but often they are usually planned breaks, often in the same setting or with the same provider. Under the terms of the 2014 Act and the 2015 Regulations, they are only actually being looked after for those days (and nights) when they are being accommodated and are not looked after when they are back home with their parents (or guardians).",VARCHAR,false
EPISODE_MAIN,"Episodes of care. Data items which relate to individual episodes of care, which either start or end during the census period",SYSTEM_ID_PE,"This is a unique chid identifier assigned by the local authority. Unique ID for each child which is retained from year to year. Local authority children identifiers do not continue with the child if the responsibility for their care is transferred to another local authority. A new number is allocated for an adopted child.",BIGINT,false
EPISODE_MAIN,"Episodes of care. Data items which relate to individual episodes of care, which either start or end during the census period",YEAR_CODE,"Census year, covers the fiscal year (two years 20XX/XX). Where a single open episode continues unchanged from year to year, a record must still be
submitted every year for that child. The actual date the episode commenced should be recorded,
but the date and reason the episode ceased should be left blank if that episode is still open on 31
March",INTEGER,false
PUPIL_ALF,"Looked after children anonymised identifiers",ALF_PE,"Anonymised Linking Field (ALF). This is the encrypted person identifier for linking across SAIL Databank datasets. The NHS number is not used to assign an ALF in the CIN census data. Instead the Unique Pupil Number (UPN) is used to access the child's name and address to match a child to an ALF using a trusted third party (Digital Health and Care Wales). A UPN is automatically allocated to each child in maintained nursery or primary schools, therefore children may have a UPN from age of 2 or 3 onwards.",BIGINT,false
PUPIL_ALF,"Looked after children anonymised identifiers",ALF_MTCH_PCT,"Anonymised Linked Field Match Percentage. This number is a match % score from probabalistic matching, when joining together anonymised data. This linkage process consists of matching against the Welsh Demographic Service by NHS number, where a valid number exists, and where there is no valid number then matching is attempted using first name, surname, date of birth, and postcode. This is an artificial score with no real-world meaning; i.e. a match of .99 does not mean there is a 99% chance the match is correct. This number is assigned when deriving the Encrypted Anonymised Linking Field.",DOUBLE,false
PUPIL_ALF,"Looked after children anonymised identifiers",ALF_STS_CD,"Status code assigned when deriving the Encrypted Anonymised Linking Field.",INTEGER,false
PUPIL_ALF,"Looked after children anonymised identifiers",AVAIL_FROM_DT,"Available from date. Date when the data made available.",DATE,false
PUPIL_ALF,"Looked after children anonymised identifiers",GNDR_CD,"This is the sex (gender) of the child. 1 = Male; 2 = Female; 3 = Non-binary; 4 = Not known",INTEGER,false
PUPIL_ALF,"Looked after children anonymised identifiers",HYBRID_ID_PE,"Constructed from the SYSTEM_ID and LOCAL_AUTHORITY_CODE combined, it can be uased to link between views instead of having to use the linkage of the two variables",VARCHAR,false
PUPIL_ALF,"Looked after children anonymised identifiers",LOCAL_AUTHORITY_CODE,"The local authority reference number which is responsible for providing, arranging, or making direct care and support to children or young carers on 31 March 20XX.",INTEGER,false
PUPIL_ALF,"Looked after children anonymised identifiers",PROCESSED_DATE,"The date the extract file was processed by the matching and anonymisation algorithm.",DATE,false
PUPIL_ALF,"Looked after children anonymised identifiers",SYSTEM_ID_PE,"This is a unique chid identifier assigned by the local authority. Unique ID for each child which is retained from year to year. Local authority children identifiers do not continue with the child if the responsibility for their care is transferred to another local authority. A new number is allocated for an adopted child.",BIGINT,false
PUPIL_ALF,"Looked after children anonymised identifiers",WOB,"Week of birth. The date of the Monday that occurs prior, or on, the actual date of birth. If the exact date is not known, an approximate date of birth is used based on the child's estimated age at date of referral.",DATE,false
LAC_ALF_DERIVED,"Improved anonymised identifiers for looked after children using the two-stage LAC ALF matching algorithm",SYSTEM_ID_PE,"This is a unique chid identifier assigned by the local authority. Unique ID for each child which is retained from year to year. Local authority children identifiers do not continue with the child if the responsibility for their care is transferred to another local authority. A new number is allocated for an adopted child.",BIGINT,false
LAC_ALF_DERIVED,"Improved anonymised identifiers for looked after children using the two-stage LAC ALF matching algorithm",LOCAL_AUTHORITY_CODE,"The local authority reference number which is responsible for providing, arranging, or making direct care and support to children or young carers on 31 March 20XX.",INTEGER,false
LAC_ALF_DERIVED,"Improved anonymised identifiers for looked after children using the two-stage LAC ALF matching algorithm",ALF_PE,"Anonymised Linking Field (ALF). This is the encrypted person identifier for linking across SAIL Databank datasets. In the original LAC ALFs, the NHS number is not used to assign an ALF in the CIN census data. Instead, the Unique Pupil Number (UPN) is used to access the child's name and address to match a child to an ALF using a trusted third party (Digital Health and Care Wales) A UPN is automatically allocated to each child in maintained nursery or primary school, therefore children may have a UPN from age 3 or 3 onwards. This column also includes ALFs found through the LAC ALF matching algorithm to reduce the number of NULL ALFs in this dataset.",BIGINT,false
LAC_ALF_DERIVED,"Improved anonymised identifiers for looked after children using the two-stage LAC ALF matching algorithm",ALF_MTCH_PCT,"Anonymised Linking Field match percentage. This number is a match % score from a probabilistic matching, when joining together anonymised data. This is an artificial score with no real-world meaning; i.e. a match of .99 does not mean there is a 99% chance that the match is correct.",DOUBLE,false
LAC_ALF_DERIVED,"Improved anonymised identifiers for looked after children using the two-stage LAC ALF matching algorithm",ALF_SOURCE,"Where has the ALF come from? DHCW, EDUW, CAFW etc.",VARCHAR,false
LAC_ALF_DERIVED,"Improved anonymised identifiers for looked after children using the two-stage LAC ALF matching algorithm",ALF_STS_CD,"Status code assigned when deriving the Anonymised Linking Field. Where an ALF has been derived through the LAC ALF algorithm this will be NULL.",INTEGER,false
LAC_ALF_DERIVED,"Improved anonymised identifiers for looked after children using the two-stage LAC ALF matching algorithm",WOB,"Week of birth. If the LACW WOB does not match the WDS WOB, then the WDS WOB is used in this column.",DATE,false
LAC_ALF_DERIVED,"Improved anonymised identifiers for looked after children using the two-stage LAC ALF matching algorithm",GNDR_CD,"Child gender",INTEGER,false
LAC_ALF_DERIVED,"Improved anonymised identifiers for looked after children using the two-stage LAC ALF matching algorithm",HAS_WOB_BEEN_CORRECTED,"Flag if the week of birth has been corrected. 0 = original WOB used. 1 = WOB corrected and WDS WOB has been used.",INTEGER,false
LAC_ALF_DERIVED,"Improved anonymised identifiers for looked after children using the two-stage LAC ALF matching algorithm",HYBRID_ID_PE,"Constructed from the SYSTEM_ID and LOCAL_AUTHORITY_CODE, it can be used to link between views instead of having to use the linkage of the two variables.",VARCHAR,false
LAC_ALF_DERIVED,"Improved anonymised identifiers for looked after children using the two-stage LAC ALF matching algorithm",MAX_POSS_WOB,"Where there is a potential unknown week of birth, what is the maximum possible week of birth?",DATE,false
LAC_ALF_DERIVED,"Improved anonymised identifiers for looked after children using the two-stage LAC ALF matching algorithm",POTENTIAL_UNKNOWN_WOB,"Flag if week of birth is potentially unknown.",INTEGER,false
LAC_ALF_DERIVED,"Improved anonymised identifiers for looked after children using the two-stage LAC ALF matching algorithm",ORIGINAL_LAC_WOB,"Child's week of birth from LAC tables.",DATE,false
LAC_ALF_DERIVED,"Improved anonymised identifiers for looked after children using the two-stage LAC ALF matching algorithm",LACWOB_DEF_WRONG,"If the date of first care episode is smaller than the child's WOB, then LAC WOB flagged as definitely wrong.",INTEGER,false
LAC_ALF_DERIVED,"Improved anonymised identifiers for looked after children using the two-stage LAC ALF matching algorithm",LAC_ALF_MATCH,"Flag whether the ALF was matched using the LAC ALF algorithm.",INTEGER,false
LAC_ALF_DERIVED,"Improved anonymised identifiers for looked after children using the two-stage LAC ALF matching algorithm",LAC_MATCH_TWIN,"Flag if child is a twin, calculating ALF through matching algorithm will not be as certain compared to a single birth.",INTEGER,false
LAC_ALF_DERIVED,"Improved anonymised identifiers for looked after children using the two-stage LAC ALF matching algorithm",FIRST_EP_START,"The date when first episode of care began.",DATE,false
LAC_ALF_DERIVED,"Improved anonymised identifiers for looked after children using the two-stage LAC ALF matching algorithm",MISSING_FROM_LACALF,"Is this child missing from the LAC ALF table?",INTEGER,false
LAC_ALF_DERIVED,"Improved anonymised identifiers for looked after children using the two-stage LAC ALF matching algorithm",SYS_ID_CHANGES,"Flag if the SYSTEM_ID has been changed.",INTEGER,false
LAC_ALF_DERIVED,"Improved anonymised identifiers for looked after children using the two-stage LAC ALF matching algorithm",SYSID_CHANGES_TO,"What the new SYSTEM_ID is.",VARCHAR,false
LAC_ALF_DERIVED,"Improved anonymised identifiers for looked after children using the two-stage LAC ALF matching algorithm",SYSID_CHANGED_FROM,"What the original SYSTEM_ID was.",VARCHAR,false
LAC_ALF_DERIVED,"Improved anonymised identifiers for looked after children using the two-stage LAC ALF matching algorithm",UNIFIED_ID_PE,"The original HYBRID_ID, or an updated HYBRID_ID if the SYSTEM_ID has changed.",VARCHAR,false
