event_id,state_name,state_abbr,state_fips,federal_or_state_source,source_id,source_url,local_file_path,document_title,page_number_or_section,policy_authority,policy_category,policy_subcategory,policy_description_short,affected_population,posted_date,approval_date,effective_start_date,effective_end_date,renewal_due_month_start,renewal_due_month_end,implementation_month_start,implementation_month_end,extracted_date_text,quoted_evidence_text,confidence,ambiguity_flag,notes
evt_e14_GA,Georgia,GA,13,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 12 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Georgia: total=12; ex parte=1; form support=6; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_HI,Hawaii,HI,15,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 12 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Hawaii: total=12; ex parte=2; form support=5; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_ID,Idaho,ID,16,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 10 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Idaho: total=10; ex parte=1; form support=5; contact update=0; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_IL,Illinois,IL,17,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 14 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Illinois: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_IN,Indiana,IN,18,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 12 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Indiana: total=12; ex parte=2; form support=5; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_IA,Iowa,IA,19,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 11 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Iowa: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_KS,Kansas,KS,20,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 11 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Kansas: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_KY,Kentucky,KY,21,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 13 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Kentucky: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_LA,Louisiana,LA,22,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 14 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Louisiana: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_ME,Maine,ME,23,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 11 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Maine: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_MD,Maryland,MD,24,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 13 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Maryland: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_MA,Massachusetts,MA,25,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 14 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Massachusetts: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_MI,Michigan,MI,26,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 13 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Michigan: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_MN,Minnesota,MN,27,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 13 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Minnesota: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_MS,Mississippi,MS,28,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 11 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Mississippi: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_MO,Missouri,MO,29,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 12 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Missouri: total=12; ex parte=1; form support=6; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_MT,Montana,MT,30,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 10 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Montana: total=10; ex parte=1; form support=5; contact update=0; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_NE,Nebraska,NE,31,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 10 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Nebraska: total=10; ex parte=1; form support=5; contact update=0; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_NV,Nevada,NV,32,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 12 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Nevada: total=12; ex parte=2; form support=5; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_NH,New Hampshire,NH,33,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 10 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",New Hampshire: total=10; ex parte=1; form support=5; contact update=0; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_NJ,New Jersey,NJ,34,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 14 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",New Jersey: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_NM,New Mexico,NM,35,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 13 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",New Mexico: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_NY,New York,NY,36,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 15 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",New York: total=15; ex parte=3; form support=6; contact update=1; reinstatement=2; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_NC,North Carolina,NC,37,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 12 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",North Carolina: total=12; ex parte=2; form support=5; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_ND,North Dakota,ND,38,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 9 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",North Dakota: total=9; ex parte=1; form support=4; contact update=0; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_OH,Ohio,OH,39,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 13 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Ohio: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
