year,state,rank,premium_variant,default_mapping_rule,across_failure_reason,plan_pair_rows,across_turnover_rows,non_across_rows
2022,MT,lowest,ehb_named_states_only,whole_county_00000_only,both_zero,112,0,112
2022,MT,second_lowest,current_ehb_all_states,county_any_zip_across_turnover,both_zero,14,0,14
2022,MT,second_lowest,current_ehb_all_states,county_any_zip_across_turnover,zero_to_positive_but_same_issuer,98,0,98
2022,MT,second_lowest,current_ehb_all_states,county_any_zip_turnover,both_zero,14,0,14
2022,MT,second_lowest,current_ehb_all_states,county_any_zip_turnover,zero_to_positive_but_same_issuer,98,0,98
2022,MT,second_lowest,current_ehb_all_states,current_repo_rule,both_zero,14,0,14
2022,MT,second_lowest,current_ehb_all_states,current_repo_rule,zero_to_positive_but_same_issuer,98,0,98
2022,MT,second_lowest,current_ehb_all_states,exclude_level4_5,both_zero,14,0,14
2022,MT,second_lowest,current_ehb_all_states,exclude_level4_5,zero_to_positive_but_same_issuer,98,0,98
2022,MT,second_lowest,current_ehb_all_states,include_level4_5_as_missing_current,both_zero,14,0,14
2022,MT,second_lowest,current_ehb_all_states,include_level4_5_as_missing_current,zero_to_positive_but_same_issuer,98,0,98
2022,MT,second_lowest,current_ehb_all_states,lowest_crosswalk_level,both_zero,14,0,14
2022,MT,second_lowest,current_ehb_all_states,lowest_crosswalk_level,zero_to_positive_but_same_issuer,98,0,98
2022,MT,second_lowest,current_ehb_all_states,no_same_issuer_priority,both_zero,14,0,14
2022,MT,second_lowest,current_ehb_all_states,no_same_issuer_priority,zero_to_positive_but_same_issuer,98,0,98
2022,MT,second_lowest,current_ehb_all_states,reason8_priority,both_zero,14,0,14
2022,MT,second_lowest,current_ehb_all_states,reason8_priority,zero_to_positive_but_same_issuer,98,0,98
2022,MT,second_lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,both_zero,14,0,14
2022,MT,second_lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,zero_to_positive_but_same_issuer,98,0,98
2022,MT,second_lowest,current_ehb_all_states,same_plan_if_available_else_source_order,both_zero,14,0,14
2022,MT,second_lowest,current_ehb_all_states,same_plan_if_available_else_source_order,zero_to_positive_but_same_issuer,98,0,98
2022,MT,second_lowest,current_ehb_all_states,source_order_first_valid,both_zero,14,0,14
2022,MT,second_lowest,current_ehb_all_states,source_order_first_valid,zero_to_positive_but_same_issuer,98,0,98
2022,MT,second_lowest,current_ehb_all_states,whole_county_00000_only,both_zero,14,0,14
2022,MT,second_lowest,current_ehb_all_states,whole_county_00000_only,zero_to_positive_but_same_issuer,98,0,98
2022,MT,second_lowest,ehb_named_states_only,county_any_zip_across_turnover,both_zero,14,0,14
2022,MT,second_lowest,ehb_named_states_only,county_any_zip_across_turnover,zero_to_positive_but_same_issuer,98,0,98
2022,MT,second_lowest,ehb_named_states_only,county_any_zip_turnover,both_zero,14,0,14
2022,MT,second_lowest,ehb_named_states_only,county_any_zip_turnover,zero_to_positive_but_same_issuer,98,0,98
2022,MT,second_lowest,ehb_named_states_only,current_repo_rule,both_zero,14,0,14
2022,MT,second_lowest,ehb_named_states_only,current_repo_rule,zero_to_positive_but_same_issuer,98,0,98
2022,MT,second_lowest,ehb_named_states_only,exclude_level4_5,both_zero,14,0,14
2022,MT,second_lowest,ehb_named_states_only,exclude_level4_5,zero_to_positive_but_same_issuer,98,0,98
2022,MT,second_lowest,ehb_named_states_only,include_level4_5_as_missing_current,both_zero,14,0,14
2022,MT,second_lowest,ehb_named_states_only,include_level4_5_as_missing_current,zero_to_positive_but_same_issuer,98,0,98
2022,MT,second_lowest,ehb_named_states_only,lowest_crosswalk_level,both_zero,14,0,14
2022,MT,second_lowest,ehb_named_states_only,lowest_crosswalk_level,zero_to_positive_but_same_issuer,98,0,98
2022,MT,second_lowest,ehb_named_states_only,no_same_issuer_priority,both_zero,14,0,14
2022,MT,second_lowest,ehb_named_states_only,no_same_issuer_priority,zero_to_positive_but_same_issuer,98,0,98
2022,MT,second_lowest,ehb_named_states_only,reason8_priority,both_zero,14,0,14
2022,MT,second_lowest,ehb_named_states_only,reason8_priority,zero_to_positive_but_same_issuer,98,0,98
2022,MT,second_lowest,ehb_named_states_only,same_plan_if_available_else_lowest_level,both_zero,14,0,14
2022,MT,second_lowest,ehb_named_states_only,same_plan_if_available_else_lowest_level,zero_to_positive_but_same_issuer,98,0,98
2022,MT,second_lowest,ehb_named_states_only,same_plan_if_available_else_source_order,both_zero,14,0,14
2022,MT,second_lowest,ehb_named_states_only,same_plan_if_available_else_source_order,zero_to_positive_but_same_issuer,98,0,98
2022,MT,second_lowest,ehb_named_states_only,source_order_first_valid,both_zero,14,0,14
2022,MT,second_lowest,ehb_named_states_only,source_order_first_valid,zero_to_positive_but_same_issuer,98,0,98
2022,MT,second_lowest,ehb_named_states_only,whole_county_00000_only,both_zero,14,0,14
2022,MT,second_lowest,ehb_named_states_only,whole_county_00000_only,zero_to_positive_but_same_issuer,98,0,98
2022,NC,lowest,current_ehb_all_states,county_any_zip_across_turnover,both_zero,44,0,44
2022,NC,lowest,current_ehb_all_states,county_any_zip_across_turnover,zero_to_positive_but_same_issuer,156,0,156
2022,NC,lowest,current_ehb_all_states,county_any_zip_turnover,both_zero,44,0,44
2022,NC,lowest,current_ehb_all_states,county_any_zip_turnover,zero_to_positive_but_same_issuer,156,0,156
2022,NC,lowest,current_ehb_all_states,current_repo_rule,both_zero,44,0,44
2022,NC,lowest,current_ehb_all_states,current_repo_rule,zero_to_positive_but_same_issuer,156,0,156
2022,NC,lowest,current_ehb_all_states,exclude_level4_5,both_zero,44,0,44
2022,NC,lowest,current_ehb_all_states,exclude_level4_5,zero_to_positive_but_same_issuer,156,0,156
2022,NC,lowest,current_ehb_all_states,include_level4_5_as_missing_current,both_zero,44,0,44
2022,NC,lowest,current_ehb_all_states,include_level4_5_as_missing_current,zero_to_positive_but_same_issuer,156,0,156
2022,NC,lowest,current_ehb_all_states,lowest_crosswalk_level,both_zero,44,0,44
2022,NC,lowest,current_ehb_all_states,lowest_crosswalk_level,zero_to_positive_but_same_issuer,156,0,156
2022,NC,lowest,current_ehb_all_states,no_same_issuer_priority,both_zero,44,0,44
2022,NC,lowest,current_ehb_all_states,no_same_issuer_priority,zero_to_positive_but_same_issuer,156,0,156
2022,NC,lowest,current_ehb_all_states,reason8_priority,both_zero,44,0,44
2022,NC,lowest,current_ehb_all_states,reason8_priority,zero_to_positive_but_same_issuer,156,0,156
2022,NC,lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,both_zero,44,0,44
2022,NC,lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,zero_to_positive_but_same_issuer,156,0,156
2022,NC,lowest,current_ehb_all_states,same_plan_if_available_else_source_order,both_zero,44,0,44
2022,NC,lowest,current_ehb_all_states,same_plan_if_available_else_source_order,zero_to_positive_but_same_issuer,156,0,156
2022,NC,lowest,current_ehb_all_states,source_order_first_valid,both_zero,44,0,44
2022,NC,lowest,current_ehb_all_states,source_order_first_valid,zero_to_positive_but_same_issuer,156,0,156
2022,NC,lowest,current_ehb_all_states,whole_county_00000_only,both_zero,44,0,44
2022,NC,lowest,current_ehb_all_states,whole_county_00000_only,zero_to_positive_but_same_issuer,156,0,156
2022,NC,lowest,ehb_named_states_only,county_any_zip_across_turnover,both_zero,44,0,44
2022,NC,lowest,ehb_named_states_only,county_any_zip_across_turnover,zero_to_positive_but_same_issuer,156,0,156
2022,NC,lowest,ehb_named_states_only,county_any_zip_turnover,both_zero,44,0,44
2022,NC,lowest,ehb_named_states_only,county_any_zip_turnover,zero_to_positive_but_same_issuer,156,0,156
2022,NC,lowest,ehb_named_states_only,current_repo_rule,both_zero,44,0,44
2022,NC,lowest,ehb_named_states_only,current_repo_rule,zero_to_positive_but_same_issuer,156,0,156
2022,NC,lowest,ehb_named_states_only,exclude_level4_5,both_zero,44,0,44
2022,NC,lowest,ehb_named_states_only,exclude_level4_5,zero_to_positive_but_same_issuer,156,0,156
2022,NC,lowest,ehb_named_states_only,include_level4_5_as_missing_current,both_zero,44,0,44
2022,NC,lowest,ehb_named_states_only,include_level4_5_as_missing_current,zero_to_positive_but_same_issuer,156,0,156
2022,NC,lowest,ehb_named_states_only,lowest_crosswalk_level,both_zero,44,0,44
2022,NC,lowest,ehb_named_states_only,lowest_crosswalk_level,zero_to_positive_but_same_issuer,156,0,156
2022,NC,lowest,ehb_named_states_only,no_same_issuer_priority,both_zero,44,0,44
2022,NC,lowest,ehb_named_states_only,no_same_issuer_priority,zero_to_positive_but_same_issuer,156,0,156
2022,NC,lowest,ehb_named_states_only,reason8_priority,both_zero,44,0,44
2022,NC,lowest,ehb_named_states_only,reason8_priority,zero_to_positive_but_same_issuer,156,0,156
2022,NC,lowest,ehb_named_states_only,same_plan_if_available_else_lowest_level,both_zero,44,0,44
2022,NC,lowest,ehb_named_states_only,same_plan_if_available_else_lowest_level,zero_to_positive_but_same_issuer,156,0,156
2022,NC,lowest,ehb_named_states_only,same_plan_if_available_else_source_order,both_zero,44,0,44
2022,NC,lowest,ehb_named_states_only,same_plan_if_available_else_source_order,zero_to_positive_but_same_issuer,156,0,156
2022,NC,lowest,ehb_named_states_only,source_order_first_valid,both_zero,44,0,44
2022,NC,lowest,ehb_named_states_only,source_order_first_valid,zero_to_positive_but_same_issuer,156,0,156
2022,NC,lowest,ehb_named_states_only,whole_county_00000_only,both_zero,44,0,44
2022,NC,lowest,ehb_named_states_only,whole_county_00000_only,zero_to_positive_but_same_issuer,156,0,156
2022,NC,second_lowest,current_ehb_all_states,county_any_zip_across_turnover,across_candidate_exists_but_not_selected,5,0,5
2022,NC,second_lowest,current_ehb_all_states,county_any_zip_across_turnover,both_positive,5,0,5
2022,NC,second_lowest,current_ehb_all_states,county_any_zip_across_turnover,zero_to_positive_but_same_issuer,190,0,190
2022,NC,second_lowest,current_ehb_all_states,county_any_zip_turnover,across_candidate_exists_but_not_selected,5,0,5
2022,NC,second_lowest,current_ehb_all_states,county_any_zip_turnover,both_positive,5,0,5
2022,NC,second_lowest,current_ehb_all_states,county_any_zip_turnover,zero_to_positive_but_same_issuer,190,0,190
2022,NC,second_lowest,current_ehb_all_states,current_repo_rule,across_candidate_exists_but_not_selected,5,0,5
2022,NC,second_lowest,current_ehb_all_states,current_repo_rule,both_positive,5,0,5
2022,NC,second_lowest,current_ehb_all_states,current_repo_rule,zero_to_positive_but_same_issuer,190,0,190
2022,NC,second_lowest,current_ehb_all_states,exclude_level4_5,across_candidate_exists_but_not_selected,5,0,5
2022,NC,second_lowest,current_ehb_all_states,exclude_level4_5,both_positive,5,0,5
2022,NC,second_lowest,current_ehb_all_states,exclude_level4_5,zero_to_positive_but_same_issuer,190,0,190
2022,NC,second_lowest,current_ehb_all_states,include_level4_5_as_missing_current,across_candidate_exists_but_not_selected,5,0,5
2022,NC,second_lowest,current_ehb_all_states,include_level4_5_as_missing_current,both_positive,5,0,5
2022,NC,second_lowest,current_ehb_all_states,include_level4_5_as_missing_current,zero_to_positive_but_same_issuer,190,0,190
2022,NC,second_lowest,current_ehb_all_states,lowest_crosswalk_level,across_candidate_exists_but_not_selected,5,0,5
2022,NC,second_lowest,current_ehb_all_states,lowest_crosswalk_level,both_positive,5,0,5
2022,NC,second_lowest,current_ehb_all_states,lowest_crosswalk_level,zero_to_positive_but_same_issuer,190,0,190
2022,NC,second_lowest,current_ehb_all_states,no_same_issuer_priority,across_candidate_exists_but_not_selected,5,0,5
2022,NC,second_lowest,current_ehb_all_states,no_same_issuer_priority,both_positive,5,0,5
2022,NC,second_lowest,current_ehb_all_states,no_same_issuer_priority,zero_to_positive_but_same_issuer,190,0,190
2022,NC,second_lowest,current_ehb_all_states,reason8_priority,across_candidate_exists_but_not_selected,5,0,5
2022,NC,second_lowest,current_ehb_all_states,reason8_priority,both_positive,5,0,5
2022,NC,second_lowest,current_ehb_all_states,reason8_priority,zero_to_positive_but_same_issuer,190,0,190
2022,NC,second_lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,across_candidate_exists_but_not_selected,5,0,5
2022,NC,second_lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,both_positive,5,0,5
2022,NC,second_lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,zero_to_positive_but_same_issuer,190,0,190
2022,NC,second_lowest,current_ehb_all_states,same_plan_if_available_else_source_order,across_candidate_exists_but_not_selected,5,0,5
2022,NC,second_lowest,current_ehb_all_states,same_plan_if_available_else_source_order,both_positive,5,0,5
2022,NC,second_lowest,current_ehb_all_states,same_plan_if_available_else_source_order,zero_to_positive_but_same_issuer,190,0,190
2022,NC,second_lowest,current_ehb_all_states,source_order_first_valid,across_candidate_exists_but_not_selected,5,0,5
2022,NC,second_lowest,current_ehb_all_states,source_order_first_valid,both_positive,5,0,5
2022,NC,second_lowest,current_ehb_all_states,source_order_first_valid,zero_to_positive_but_same_issuer,190,0,190
2022,NC,second_lowest,current_ehb_all_states,whole_county_00000_only,across_candidate_exists_but_not_selected,5,0,5
2022,NC,second_lowest,current_ehb_all_states,whole_county_00000_only,both_positive,5,0,5
2022,NC,second_lowest,current_ehb_all_states,whole_county_00000_only,zero_to_positive_but_same_issuer,190,0,190
2022,NC,second_lowest,ehb_named_states_only,county_any_zip_across_turnover,across_turnover,10,10,0
2022,NC,second_lowest,ehb_named_states_only,county_any_zip_across_turnover,zero_to_positive_but_same_issuer,190,0,190
2022,NC,second_lowest,ehb_named_states_only,county_any_zip_turnover,across_turnover,10,10,0
2022,NC,second_lowest,ehb_named_states_only,county_any_zip_turnover,zero_to_positive_but_same_issuer,190,0,190
2022,NC,second_lowest,ehb_named_states_only,current_repo_rule,across_turnover,10,10,0
2022,NC,second_lowest,ehb_named_states_only,current_repo_rule,zero_to_positive_but_same_issuer,190,0,190
2022,NC,second_lowest,ehb_named_states_only,exclude_level4_5,across_turnover,10,10,0
2022,NC,second_lowest,ehb_named_states_only,exclude_level4_5,zero_to_positive_but_same_issuer,190,0,190
2022,NC,second_lowest,ehb_named_states_only,include_level4_5_as_missing_current,across_turnover,10,10,0
2022,NC,second_lowest,ehb_named_states_only,include_level4_5_as_missing_current,zero_to_positive_but_same_issuer,190,0,190
2022,NC,second_lowest,ehb_named_states_only,lowest_crosswalk_level,across_turnover,10,10,0
2022,NC,second_lowest,ehb_named_states_only,lowest_crosswalk_level,zero_to_positive_but_same_issuer,190,0,190
2022,NC,second_lowest,ehb_named_states_only,no_same_issuer_priority,across_turnover,10,10,0
2022,NC,second_lowest,ehb_named_states_only,no_same_issuer_priority,zero_to_positive_but_same_issuer,190,0,190
2022,NC,second_lowest,ehb_named_states_only,reason8_priority,across_turnover,10,10,0
2022,NC,second_lowest,ehb_named_states_only,reason8_priority,zero_to_positive_but_same_issuer,190,0,190
2022,NC,second_lowest,ehb_named_states_only,same_plan_if_available_else_lowest_level,across_turnover,10,10,0
2022,NC,second_lowest,ehb_named_states_only,same_plan_if_available_else_lowest_level,zero_to_positive_but_same_issuer,190,0,190
2022,NC,second_lowest,ehb_named_states_only,same_plan_if_available_else_source_order,across_turnover,10,10,0
2022,NC,second_lowest,ehb_named_states_only,same_plan_if_available_else_source_order,zero_to_positive_but_same_issuer,190,0,190
2022,NC,second_lowest,ehb_named_states_only,source_order_first_valid,across_turnover,10,10,0
2022,NC,second_lowest,ehb_named_states_only,source_order_first_valid,zero_to_positive_but_same_issuer,190,0,190
2022,NC,second_lowest,ehb_named_states_only,whole_county_00000_only,across_turnover,10,10,0
2022,NC,second_lowest,ehb_named_states_only,whole_county_00000_only,zero_to_positive_but_same_issuer,190,0,190
2022,ND,lowest,current_ehb_all_states,county_any_zip_across_turnover,both_zero,106,0,106
2022,ND,lowest,current_ehb_all_states,county_any_zip_turnover,both_zero,106,0,106
2022,ND,lowest,current_ehb_all_states,current_repo_rule,both_zero,106,0,106
2022,ND,lowest,current_ehb_all_states,exclude_level4_5,both_zero,106,0,106
2022,ND,lowest,current_ehb_all_states,include_level4_5_as_missing_current,both_zero,106,0,106
2022,ND,lowest,current_ehb_all_states,lowest_crosswalk_level,both_zero,106,0,106
2022,ND,lowest,current_ehb_all_states,no_same_issuer_priority,both_zero,106,0,106
2022,ND,lowest,current_ehb_all_states,reason8_priority,both_zero,106,0,106
2022,ND,lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,both_zero,106,0,106
2022,ND,lowest,current_ehb_all_states,same_plan_if_available_else_source_order,both_zero,106,0,106
2022,ND,lowest,current_ehb_all_states,source_order_first_valid,both_zero,106,0,106
2022,ND,lowest,current_ehb_all_states,whole_county_00000_only,both_zero,106,0,106
2022,ND,lowest,ehb_named_states_only,county_any_zip_across_turnover,both_zero,106,0,106
2022,ND,lowest,ehb_named_states_only,county_any_zip_turnover,both_zero,106,0,106
2022,ND,lowest,ehb_named_states_only,current_repo_rule,both_zero,106,0,106
2022,ND,lowest,ehb_named_states_only,exclude_level4_5,both_zero,106,0,106
2022,ND,lowest,ehb_named_states_only,include_level4_5_as_missing_current,both_zero,106,0,106
2022,ND,lowest,ehb_named_states_only,lowest_crosswalk_level,both_zero,106,0,106
2022,ND,lowest,ehb_named_states_only,no_same_issuer_priority,both_zero,106,0,106
2022,ND,lowest,ehb_named_states_only,reason8_priority,both_zero,106,0,106
2022,ND,lowest,ehb_named_states_only,same_plan_if_available_else_lowest_level,both_zero,106,0,106
2022,ND,lowest,ehb_named_states_only,same_plan_if_available_else_source_order,both_zero,106,0,106
2022,ND,lowest,ehb_named_states_only,source_order_first_valid,both_zero,106,0,106
2022,ND,lowest,ehb_named_states_only,whole_county_00000_only,both_zero,106,0,106
2022,ND,second_lowest,current_ehb_all_states,county_any_zip_across_turnover,both_zero,32,0,32
2022,ND,second_lowest,current_ehb_all_states,county_any_zip_across_turnover,zero_to_positive_but_same_issuer,74,0,74
2022,ND,second_lowest,current_ehb_all_states,county_any_zip_turnover,both_zero,32,0,32
2022,ND,second_lowest,current_ehb_all_states,county_any_zip_turnover,zero_to_positive_but_same_issuer,74,0,74
2022,ND,second_lowest,current_ehb_all_states,current_repo_rule,both_zero,32,0,32
2022,ND,second_lowest,current_ehb_all_states,current_repo_rule,zero_to_positive_but_same_issuer,74,0,74
2022,ND,second_lowest,current_ehb_all_states,exclude_level4_5,both_zero,32,0,32
2022,ND,second_lowest,current_ehb_all_states,exclude_level4_5,zero_to_positive_but_same_issuer,74,0,74
2022,ND,second_lowest,current_ehb_all_states,include_level4_5_as_missing_current,both_zero,32,0,32
2022,ND,second_lowest,current_ehb_all_states,include_level4_5_as_missing_current,zero_to_positive_but_same_issuer,74,0,74
2022,ND,second_lowest,current_ehb_all_states,lowest_crosswalk_level,both_zero,32,0,32
2022,ND,second_lowest,current_ehb_all_states,lowest_crosswalk_level,zero_to_positive_but_same_issuer,74,0,74
2022,ND,second_lowest,current_ehb_all_states,no_same_issuer_priority,both_zero,32,0,32
2022,ND,second_lowest,current_ehb_all_states,no_same_issuer_priority,zero_to_positive_but_same_issuer,74,0,74
2022,ND,second_lowest,current_ehb_all_states,reason8_priority,both_zero,32,0,32
2022,ND,second_lowest,current_ehb_all_states,reason8_priority,zero_to_positive_but_same_issuer,74,0,74
2022,ND,second_lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,both_zero,32,0,32
2022,ND,second_lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,zero_to_positive_but_same_issuer,74,0,74
2022,ND,second_lowest,current_ehb_all_states,same_plan_if_available_else_source_order,both_zero,32,0,32
2022,ND,second_lowest,current_ehb_all_states,same_plan_if_available_else_source_order,zero_to_positive_but_same_issuer,74,0,74
2022,ND,second_lowest,current_ehb_all_states,source_order_first_valid,both_zero,32,0,32
2022,ND,second_lowest,current_ehb_all_states,source_order_first_valid,zero_to_positive_but_same_issuer,74,0,74
2022,ND,second_lowest,current_ehb_all_states,whole_county_00000_only,both_zero,32,0,32
2022,ND,second_lowest,current_ehb_all_states,whole_county_00000_only,zero_to_positive_but_same_issuer,74,0,74
2022,ND,second_lowest,ehb_named_states_only,county_any_zip_across_turnover,both_zero,32,0,32
2022,ND,second_lowest,ehb_named_states_only,county_any_zip_across_turnover,zero_to_positive_but_same_issuer,74,0,74
2022,ND,second_lowest,ehb_named_states_only,county_any_zip_turnover,both_zero,32,0,32
2022,ND,second_lowest,ehb_named_states_only,county_any_zip_turnover,zero_to_positive_but_same_issuer,74,0,74
2022,ND,second_lowest,ehb_named_states_only,current_repo_rule,both_zero,32,0,32
2022,ND,second_lowest,ehb_named_states_only,current_repo_rule,zero_to_positive_but_same_issuer,74,0,74
2022,ND,second_lowest,ehb_named_states_only,exclude_level4_5,both_zero,32,0,32
2022,ND,second_lowest,ehb_named_states_only,exclude_level4_5,zero_to_positive_but_same_issuer,74,0,74
2022,ND,second_lowest,ehb_named_states_only,include_level4_5_as_missing_current,both_zero,32,0,32
2022,ND,second_lowest,ehb_named_states_only,include_level4_5_as_missing_current,zero_to_positive_but_same_issuer,74,0,74
2022,ND,second_lowest,ehb_named_states_only,lowest_crosswalk_level,both_zero,32,0,32
2022,ND,second_lowest,ehb_named_states_only,lowest_crosswalk_level,zero_to_positive_but_same_issuer,74,0,74
2022,ND,second_lowest,ehb_named_states_only,no_same_issuer_priority,both_zero,32,0,32
2022,ND,second_lowest,ehb_named_states_only,no_same_issuer_priority,zero_to_positive_but_same_issuer,74,0,74
2022,ND,second_lowest,ehb_named_states_only,reason8_priority,both_zero,32,0,32
2022,ND,second_lowest,ehb_named_states_only,reason8_priority,zero_to_positive_but_same_issuer,74,0,74
2022,ND,second_lowest,ehb_named_states_only,same_plan_if_available_else_lowest_level,both_zero,32,0,32
2022,ND,second_lowest,ehb_named_states_only,same_plan_if_available_else_lowest_level,zero_to_positive_but_same_issuer,74,0,74
2022,ND,second_lowest,ehb_named_states_only,same_plan_if_available_else_source_order,both_zero,32,0,32
2022,ND,second_lowest,ehb_named_states_only,same_plan_if_available_else_source_order,zero_to_positive_but_same_issuer,74,0,74
2022,ND,second_lowest,ehb_named_states_only,source_order_first_valid,both_zero,32,0,32
2022,ND,second_lowest,ehb_named_states_only,source_order_first_valid,zero_to_positive_but_same_issuer,74,0,74
2022,ND,second_lowest,ehb_named_states_only,whole_county_00000_only,both_zero,32,0,32
2022,ND,second_lowest,ehb_named_states_only,whole_county_00000_only,zero_to_positive_but_same_issuer,74,0,74
2022,NE,lowest,current_ehb_all_states,county_any_zip_across_turnover,zero_to_positive_but_same_issuer,186,0,186
2022,NE,lowest,current_ehb_all_states,county_any_zip_turnover,zero_to_positive_but_same_issuer,186,0,186
2022,NE,lowest,current_ehb_all_states,current_repo_rule,zero_to_positive_but_same_issuer,186,0,186
2022,NE,lowest,current_ehb_all_states,exclude_level4_5,zero_to_positive_but_same_issuer,186,0,186
2022,NE,lowest,current_ehb_all_states,include_level4_5_as_missing_current,zero_to_positive_but_same_issuer,186,0,186
2022,NE,lowest,current_ehb_all_states,lowest_crosswalk_level,zero_to_positive_but_same_issuer,186,0,186
2022,NE,lowest,current_ehb_all_states,no_same_issuer_priority,zero_to_positive_but_same_issuer,186,0,186
2022,NE,lowest,current_ehb_all_states,reason8_priority,zero_to_positive_but_same_issuer,186,0,186
2022,NE,lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,zero_to_positive_but_same_issuer,186,0,186
2022,NE,lowest,current_ehb_all_states,same_plan_if_available_else_source_order,zero_to_positive_but_same_issuer,186,0,186
2022,NE,lowest,current_ehb_all_states,source_order_first_valid,zero_to_positive_but_same_issuer,186,0,186
2022,NE,lowest,current_ehb_all_states,whole_county_00000_only,zero_to_positive_but_same_issuer,186,0,186
2022,NE,lowest,ehb_named_states_only,county_any_zip_across_turnover,zero_to_positive_but_same_issuer,186,0,186
2022,NE,lowest,ehb_named_states_only,county_any_zip_turnover,zero_to_positive_but_same_issuer,186,0,186
2022,NE,lowest,ehb_named_states_only,current_repo_rule,zero_to_positive_but_same_issuer,186,0,186
2022,NE,lowest,ehb_named_states_only,exclude_level4_5,zero_to_positive_but_same_issuer,186,0,186
2022,NE,lowest,ehb_named_states_only,include_level4_5_as_missing_current,zero_to_positive_but_same_issuer,186,0,186
2022,NE,lowest,ehb_named_states_only,lowest_crosswalk_level,zero_to_positive_but_same_issuer,186,0,186
2022,NE,lowest,ehb_named_states_only,no_same_issuer_priority,zero_to_positive_but_same_issuer,186,0,186
2022,NE,lowest,ehb_named_states_only,reason8_priority,zero_to_positive_but_same_issuer,186,0,186
2022,NE,lowest,ehb_named_states_only,same_plan_if_available_else_lowest_level,zero_to_positive_but_same_issuer,186,0,186
2022,NE,lowest,ehb_named_states_only,same_plan_if_available_else_source_order,zero_to_positive_but_same_issuer,186,0,186
2022,NE,lowest,ehb_named_states_only,source_order_first_valid,zero_to_positive_but_same_issuer,186,0,186
2022,NE,lowest,ehb_named_states_only,whole_county_00000_only,zero_to_positive_but_same_issuer,186,0,186
2022,NE,second_lowest,current_ehb_all_states,county_any_zip_across_turnover,zero_to_positive_but_same_issuer,186,0,186
2022,NE,second_lowest,current_ehb_all_states,county_any_zip_turnover,zero_to_positive_but_same_issuer,186,0,186
2022,NE,second_lowest,current_ehb_all_states,current_repo_rule,zero_to_positive_but_same_issuer,186,0,186
2022,NE,second_lowest,current_ehb_all_states,exclude_level4_5,zero_to_positive_but_same_issuer,186,0,186
2022,NE,second_lowest,current_ehb_all_states,include_level4_5_as_missing_current,zero_to_positive_but_same_issuer,186,0,186
2022,NE,second_lowest,current_ehb_all_states,lowest_crosswalk_level,zero_to_positive_but_same_issuer,186,0,186
2022,NE,second_lowest,current_ehb_all_states,no_same_issuer_priority,zero_to_positive_but_same_issuer,186,0,186
2022,NE,second_lowest,current_ehb_all_states,reason8_priority,zero_to_positive_but_same_issuer,186,0,186
2022,NE,second_lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,zero_to_positive_but_same_issuer,186,0,186
2022,NE,second_lowest,current_ehb_all_states,same_plan_if_available_else_source_order,zero_to_positive_but_same_issuer,186,0,186
2022,NE,second_lowest,current_ehb_all_states,source_order_first_valid,zero_to_positive_but_same_issuer,186,0,186
2022,NE,second_lowest,current_ehb_all_states,whole_county_00000_only,zero_to_positive_but_same_issuer,186,0,186
2022,NE,second_lowest,ehb_named_states_only,county_any_zip_across_turnover,zero_to_positive_but_same_issuer,186,0,186
2022,NE,second_lowest,ehb_named_states_only,county_any_zip_turnover,zero_to_positive_but_same_issuer,186,0,186
2022,NE,second_lowest,ehb_named_states_only,current_repo_rule,zero_to_positive_but_same_issuer,186,0,186
2022,NE,second_lowest,ehb_named_states_only,exclude_level4_5,zero_to_positive_but_same_issuer,186,0,186
2022,NE,second_lowest,ehb_named_states_only,include_level4_5_as_missing_current,zero_to_positive_but_same_issuer,186,0,186
2022,NE,second_lowest,ehb_named_states_only,lowest_crosswalk_level,zero_to_positive_but_same_issuer,186,0,186
2022,NE,second_lowest,ehb_named_states_only,no_same_issuer_priority,zero_to_positive_but_same_issuer,186,0,186
2022,NE,second_lowest,ehb_named_states_only,reason8_priority,zero_to_positive_but_same_issuer,186,0,186
2022,NE,second_lowest,ehb_named_states_only,same_plan_if_available_else_lowest_level,zero_to_positive_but_same_issuer,186,0,186
2022,NE,second_lowest,ehb_named_states_only,same_plan_if_available_else_source_order,zero_to_positive_but_same_issuer,186,0,186
2022,NE,second_lowest,ehb_named_states_only,source_order_first_valid,zero_to_positive_but_same_issuer,186,0,186
2022,NE,second_lowest,ehb_named_states_only,whole_county_00000_only,zero_to_positive_but_same_issuer,186,0,186
2022,NH,lowest,current_ehb_all_states,county_any_zip_across_turnover,zero_to_positive_but_same_issuer,20,0,20
2022,NH,lowest,current_ehb_all_states,county_any_zip_turnover,zero_to_positive_but_same_issuer,20,0,20
