state_abbr,yyyymm,policy_feature,feature_value,event_id,source_id,source_url,quoted_evidence_text,confidence
AZ,202308,e14_total_strategy_count,12,evt_e14_AZ,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arizona: total=12; ex parte=2; form support=5; contact update=0; reinstatement=1; other=4,medium
AZ,202309,e14_total_strategy_count,12,evt_e14_AZ,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arizona: total=12; ex parte=2; form support=5; contact update=0; reinstatement=1; other=4,medium
AZ,202310,e14_total_strategy_count,12,evt_e14_AZ,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arizona: total=12; ex parte=2; form support=5; contact update=0; reinstatement=1; other=4,medium
AZ,202311,e14_total_strategy_count,12,evt_e14_AZ,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arizona: total=12; ex parte=2; form support=5; contact update=0; reinstatement=1; other=4,medium
AZ,202312,e14_total_strategy_count,12,evt_e14_AZ,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arizona: total=12; ex parte=2; form support=5; contact update=0; reinstatement=1; other=4,medium
AZ,202401,e14_total_strategy_count,12,evt_e14_AZ,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arizona: total=12; ex parte=2; form support=5; contact update=0; reinstatement=1; other=4,medium
AZ,202402,e14_total_strategy_count,12,evt_e14_AZ,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arizona: total=12; ex parte=2; form support=5; contact update=0; reinstatement=1; other=4,medium
AZ,202403,e14_total_strategy_count,12,evt_e14_AZ,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arizona: total=12; ex parte=2; form support=5; contact update=0; reinstatement=1; other=4,medium
AZ,202404,e14_total_strategy_count,12,evt_e14_AZ,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arizona: total=12; ex parte=2; form support=5; contact update=0; reinstatement=1; other=4,medium
AZ,202405,e14_total_strategy_count,12,evt_e14_AZ,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arizona: total=12; ex parte=2; form support=5; contact update=0; reinstatement=1; other=4,medium
AZ,202406,e14_total_strategy_count,12,evt_e14_AZ,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arizona: total=12; ex parte=2; form support=5; contact update=0; reinstatement=1; other=4,medium
AR,202303,e14_total_strategy_count,14,evt_e14_AR,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arkansas: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
AR,202304,e14_total_strategy_count,14,evt_e14_AR,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arkansas: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
AR,202305,e14_total_strategy_count,14,evt_e14_AR,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arkansas: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
AR,202306,e14_total_strategy_count,14,evt_e14_AR,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arkansas: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
AR,202307,e14_total_strategy_count,14,evt_e14_AR,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arkansas: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
AR,202308,e14_total_strategy_count,14,evt_e14_AR,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arkansas: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
AR,202309,e14_total_strategy_count,14,evt_e14_AR,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arkansas: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
AR,202310,e14_total_strategy_count,14,evt_e14_AR,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arkansas: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
AR,202311,e14_total_strategy_count,14,evt_e14_AR,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arkansas: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
AR,202312,e14_total_strategy_count,14,evt_e14_AR,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arkansas: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
AR,202401,e14_total_strategy_count,14,evt_e14_AR,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arkansas: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
AR,202402,e14_total_strategy_count,14,evt_e14_AR,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arkansas: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
AR,202403,e14_total_strategy_count,14,evt_e14_AR,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arkansas: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
AR,202404,e14_total_strategy_count,14,evt_e14_AR,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arkansas: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
AR,202405,e14_total_strategy_count,14,evt_e14_AR,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arkansas: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
AR,202406,e14_total_strategy_count,14,evt_e14_AR,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Arkansas: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
CA,202303,e14_total_strategy_count,17,evt_e14_CA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,California: total=17; ex parte=3; form support=7; contact update=1; reinstatement=3; other=3,medium
CA,202304,e14_total_strategy_count,17,evt_e14_CA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,California: total=17; ex parte=3; form support=7; contact update=1; reinstatement=3; other=3,medium
CA,202305,e14_total_strategy_count,17,evt_e14_CA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,California: total=17; ex parte=3; form support=7; contact update=1; reinstatement=3; other=3,medium
CA,202306,e14_total_strategy_count,17,evt_e14_CA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,California: total=17; ex parte=3; form support=7; contact update=1; reinstatement=3; other=3,medium
CA,202307,e14_total_strategy_count,17,evt_e14_CA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,California: total=17; ex parte=3; form support=7; contact update=1; reinstatement=3; other=3,medium
CA,202308,e14_total_strategy_count,17,evt_e14_CA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,California: total=17; ex parte=3; form support=7; contact update=1; reinstatement=3; other=3,medium
CA,202309,e14_total_strategy_count,17,evt_e14_CA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,California: total=17; ex parte=3; form support=7; contact update=1; reinstatement=3; other=3,medium
CA,202310,e14_total_strategy_count,17,evt_e14_CA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,California: total=17; ex parte=3; form support=7; contact update=1; reinstatement=3; other=3,medium
CA,202311,e14_total_strategy_count,17,evt_e14_CA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,California: total=17; ex parte=3; form support=7; contact update=1; reinstatement=3; other=3,medium
CA,202312,e14_total_strategy_count,17,evt_e14_CA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,California: total=17; ex parte=3; form support=7; contact update=1; reinstatement=3; other=3,medium
CA,202401,e14_total_strategy_count,17,evt_e14_CA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,California: total=17; ex parte=3; form support=7; contact update=1; reinstatement=3; other=3,medium
CA,202402,e14_total_strategy_count,17,evt_e14_CA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,California: total=17; ex parte=3; form support=7; contact update=1; reinstatement=3; other=3,medium
CA,202403,e14_total_strategy_count,17,evt_e14_CA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,California: total=17; ex parte=3; form support=7; contact update=1; reinstatement=3; other=3,medium
CA,202404,e14_total_strategy_count,17,evt_e14_CA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,California: total=17; ex parte=3; form support=7; contact update=1; reinstatement=3; other=3,medium
CA,202405,e14_total_strategy_count,17,evt_e14_CA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,California: total=17; ex parte=3; form support=7; contact update=1; reinstatement=3; other=3,medium
