state,platform_2022,platform_2023,platform_2024,continuous_hcgov_2022_2024,included_primary_sample,reason_included_or_excluded,source_or_rule_used,notes
NE,HC.gov,HC.gov,HC.gov,True,False,Excluded from primary sample until Nebraska county-market mapping is verified.,"CMS OEP State-Level PUF Pltfrm column, 2022-2024.",Platform status inferred from official OEP state-level PUF structure; no external platform list used.
NH,HC.gov,HC.gov,HC.gov,True,True,Included: continuously HC.gov in state-level OEP PUF for 2022-2024.,"CMS OEP State-Level PUF Pltfrm column, 2022-2024.",Platform status inferred from official OEP state-level PUF structure; no external platform list used.
NJ,SBM,SBM,SBM,False,False,Excluded because state is not continuously HC.gov in state-level OEP PUF for 2022-2024.,"CMS OEP State-Level PUF Pltfrm column, 2022-2024.",Platform status inferred from official OEP state-level PUF structure; no external platform list used.
NM,SBM,SBM,SBM,False,False,Excluded because state is not continuously HC.gov in state-level OEP PUF for 2022-2024.,"CMS OEP State-Level PUF Pltfrm column, 2022-2024.",Platform status inferred from official OEP state-level PUF structure; no external platform list used.
NV,SBM,SBM,SBM,False,False,Excluded because state is not continuously HC.gov in state-level OEP PUF for 2022-2024.,"CMS OEP State-Level PUF Pltfrm column, 2022-2024.",Platform status inferred from official OEP state-level PUF structure; no external platform list used.
NY,SBM,SBM,SBM,False,False,Excluded because state is not continuously HC.gov in state-level OEP PUF for 2022-2024.,"CMS OEP State-Level PUF Pltfrm column, 2022-2024.",Platform status inferred from official OEP state-level PUF structure; no external platform list used.
OH,HC.gov,HC.gov,HC.gov,True,True,Included: continuously HC.gov in state-level OEP PUF for 2022-2024.,"CMS OEP State-Level PUF Pltfrm column, 2022-2024.",Platform status inferred from official OEP state-level PUF structure; no external platform list used.
OK,HC.gov,HC.gov,HC.gov,True,True,Included: continuously HC.gov in state-level OEP PUF for 2022-2024.,"CMS OEP State-Level PUF Pltfrm column, 2022-2024.",Platform status inferred from official OEP state-level PUF structure; no external platform list used.
OR,HC.gov,HC.gov,HC.gov,True,True,Included: continuously HC.gov in state-level OEP PUF for 2022-2024.,"CMS OEP State-Level PUF Pltfrm column, 2022-2024.",Platform status inferred from official OEP state-level PUF structure; no external platform list used.
PA,SBM,SBM,SBM,False,False,Excluded because state is not continuously HC.gov in state-level OEP PUF for 2022-2024.,"CMS OEP State-Level PUF Pltfrm column, 2022-2024.",Platform status inferred from official OEP state-level PUF structure; no external platform list used.
RI,SBM,SBM,SBM,False,False,Excluded because state is not continuously HC.gov in state-level OEP PUF for 2022-2024.,"CMS OEP State-Level PUF Pltfrm column, 2022-2024.",Platform status inferred from official OEP state-level PUF structure; no external platform list used.
SC,HC.gov,HC.gov,HC.gov,True,True,Included: continuously HC.gov in state-level OEP PUF for 2022-2024.,"CMS OEP State-Level PUF Pltfrm column, 2022-2024.",Platform status inferred from official OEP state-level PUF structure; no external platform list used.
SD,HC.gov,HC.gov,HC.gov,True,True,Included: continuously HC.gov in state-level OEP PUF for 2022-2024.,"CMS OEP State-Level PUF Pltfrm column, 2022-2024.",Platform status inferred from official OEP state-level PUF structure; no external platform list used.
TN,HC.gov,HC.gov,HC.gov,True,True,Included: continuously HC.gov in state-level OEP PUF for 2022-2024.,"CMS OEP State-Level PUF Pltfrm column, 2022-2024.",Platform status inferred from official OEP state-level PUF structure; no external platform list used.
TX,HC.gov,HC.gov,HC.gov,True,True,Included: continuously HC.gov in state-level OEP PUF for 2022-2024.,"CMS OEP State-Level PUF Pltfrm column, 2022-2024.",Platform status inferred from official OEP state-level PUF structure; no external platform list used.
UT,HC.gov,HC.gov,HC.gov,True,True,Included: continuously HC.gov in state-level OEP PUF for 2022-2024.,"CMS OEP State-Level PUF Pltfrm column, 2022-2024.",Platform status inferred from official OEP state-level PUF structure; no external platform list used.
VA,HC.gov,HC.gov,SBM,False,False,Excluded because state is not continuously HC.gov in state-level OEP PUF for 2022-2024.,"CMS OEP State-Level PUF Pltfrm column, 2022-2024.",Platform status inferred from official OEP state-level PUF structure; no external platform list used.
VT,SBM,SBM,SBM,False,False,Excluded because state is not continuously HC.gov in state-level OEP PUF for 2022-2024.,"CMS OEP State-Level PUF Pltfrm column, 2022-2024.",Platform status inferred from official OEP state-level PUF structure; no external platform list used.
WA,SBM,SBM,SBM,False,False,Excluded because state is not continuously HC.gov in state-level OEP PUF for 2022-2024.,"CMS OEP State-Level PUF Pltfrm column, 2022-2024.",Platform status inferred from official OEP state-level PUF structure; no external platform list used.
WI,HC.gov,HC.gov,HC.gov,True,True,Included: continuously HC.gov in state-level OEP PUF for 2022-2024.,"CMS OEP State-Level PUF Pltfrm column, 2022-2024.",Platform status inferred from official OEP state-level PUF structure; no external platform list used.
WV,HC.gov,HC.gov,HC.gov,True,True,Included: continuously HC.gov in state-level OEP PUF for 2022-2024.,"CMS OEP State-Level PUF Pltfrm column, 2022-2024.",Platform status inferred from official OEP state-level PUF structure; no external platform list used.
WY,HC.gov,HC.gov,HC.gov,True,True,Included: continuously HC.gov in state-level OEP PUF for 2022-2024.,"CMS OEP State-Level PUF Pltfrm column, 2022-2024.",Platform status inferred from official OEP state-level PUF structure; no external platform list used.
